   0.18422500   0.40907479
   0.55267500   0.40952239
   0.92112500   0.41245678
   1.28957500   0.41057899
   1.65802500   0.40720223
   2.02647500   0.40794712
   2.39492500   0.40828198
   2.76337500   0.41053808
   3.13182500   0.41119962
   3.50027500   0.40902186
   3.86872500   0.41088584
   4.23717500   0.40734184
   4.60562500   0.41067230
   4.97407500   0.41098973
   5.34252500   0.40790938
   5.71097500   0.40905573
   6.07942500   0.41002015
   6.44787500   0.41174656
   6.81632500   0.40883089
   7.18477500   0.40962317
   7.55322500   0.41099114
   7.92167500   0.40926753
   8.29012500   0.40916482
   8.65857500   0.40969808
   9.02702500   0.41025069
   9.39547500   0.41075900
   9.76392500   0.41359608
  10.13237500   0.40725353
  10.50082500   0.41274072
  10.86927500   0.40910282
  11.23772500   0.40895010
  11.60617500   0.41138838
  11.97462500   0.40998079
  12.34307500   0.40969464
  12.71152500   0.40744657
  13.07997500   0.40625741
  13.44842500   0.40937878
  13.81687500   0.41054769
  14.18532500   0.41040738
  14.55377500   0.40566296
  14.92222500   0.41151439
  15.29067500   0.40655056
  15.65912500   0.40674316
  16.02757500   0.40629193
  16.39602500   0.41289921
  16.76447500   0.41258796
  17.13292500   0.40572592
  17.50137500   0.40643151
  17.86982500   0.40807298
  18.23827500   0.41025798
  18.60672500   0.41377415
  18.97517500   0.40217789
  19.34362500   0.40649140
  19.71207500   0.40813840
  20.08052500   0.41048783
  20.44897500   0.40760627
  20.81742500   0.40721293
  21.18587500   0.40929183
  21.55432500   0.40871378
  21.92277500   0.40537968
  22.29122500   0.40572666
  22.65967500   0.40231781
  23.02812500   0.41383128
  23.39657500   0.41125173
  23.76502500   0.40793975
  24.13347500   0.40457927
  24.50192500   0.40516308
  24.87037500   0.41434495
  25.23882500   0.40867423
  25.60727500   0.40953159
  25.97572500   0.41259857
  26.34417500   0.40774581
  26.71262500   0.41205118
  27.08107500   0.41415000
  27.44952500   0.41232332
  27.81797500   0.40734489
  28.18642500   0.40666496
  28.55487500   0.41153093
  28.92332500   0.41460306
  29.29177500   0.40899742
  29.66022500   0.40858286
  30.02867500   0.40933596
  30.39712500   0.41326913
  30.76557500   0.41046093
  31.13402500   0.40712294
  31.50247500   0.40918328
  31.87092500   0.41342625
  32.23937500   0.40992598
  32.60782500   0.40878898
  32.97627500   0.40551306
  33.34472500   0.40837180
  33.71317500   0.41350600
  34.08162500   0.40969705
  34.45007500   0.40814524
  34.81852500   0.41031858
  35.18697500   0.41086524
  35.55542500   0.41200449
  35.92387500   0.41012566
  36.29232500   0.41017553
  36.66077500   0.41136889
