0.0000000000e+00 1.0000000000e+06 0.0000000000e+00
2.0000000000e-03 1.0000000000e+06 0.0000000000e+00
4.0000000000e-03 1.0000000000e+06 0.0000000000e+00
6.0000000000e-03 1.0000000000e+06 0.0000000000e+00
8.0000000000e-03 1.0000000000e+06 1.7223250000e+08
1.0000000000e-02 3.1107000000e+05 2.0555200000e+08
1.2000000000e-02 1.7779200000e+05 5.2895225000e+07
1.4000000000e-02 9.9489100000e+04 2.6731525000e+07
1.6000000000e-02 7.0865900000e+04 1.2916775000e+07
1.8000000000e-02 4.7822000000e+04 9.5087750000e+06
2.0000000000e-02 3.2830800000e+04 5.6576250000e+06
2.2000000000e-02 2.5191500000e+04 3.5796750000e+06
2.4000000000e-02 1.8512100000e+04 2.6142000000e+06
2.6000000000e-02 1.4734700000e+04 1.7262000000e+06
2.8000000000e-02 1.1607300000e+04 1.3548750000e+06
3.0000000000e-02 9.3152000000e+03 9.7272500000e+05
3.2000000000e-02 7.7164000000e+03 7.4661750000e+05
3.4000000000e-02 6.3287300000e+03 5.8820750000e+05
3.6000000000e-02 5.3635700000e+03 4.5028500000e+05
3.8000000000e-02 4.5275900000e+03 3.7413750000e+05
4.0000000000e-02 3.8670200000e+03 2.9485500000e+05
4.2000000000e-02 3.3481700000e+03 2.4361750000e+05
4.4000000000e-02 2.8925500000e+03 2.0173500000e+05
4.6000000000e-02 2.5412300000e+03 1.6565000000e+05
4.8000000000e-02 2.2299500000e+03 1.4237250000e+05
5.0000000000e-02 1.9717400000e+03 1.1836250000e+05
5.2000000000e-02 1.7565000000e+03 1.0173250000e+05
5.4000000000e-02 1.5648100000e+03 8.7137500000e+04
5.6000000000e-02 1.4079500000e+03 7.4507500000e+04
5.8000000000e-02 1.2667800000e+03 6.5547500000e+04
6.0000000000e-02 1.1457600000e+03 5.6387500000e+04
6.2000000000e-02 1.0412300000e+03 4.9700500000e+04
6.4000000000e-02 9.4695800000e+02 4.3603250000e+04
6.6000000000e-02 8.6681700000e+02 3.8282750000e+04
6.8000000000e-02 7.9382700000e+02 3.4262000000e+04
7.0000000000e-02 7.2976900000e+02 3.0178250000e+04
7.2000000000e-02 6.7311400000e+02 2.7074250000e+04
7.4000000000e-02 6.2147200000e+02 2.4177500000e+04
7.6000000000e-02 5.7640400000e+02 2.1626500000e+04
7.8000000000e-02 5.3496600000e+02 1.9611750000e+04
8.0000000000e-02 4.9795700000e+02 1.7574500000e+04
8.2000000000e-02 4.6466800000e+02 1.5976250000e+04
8.4000000000e-02 4.3405200000e+02 1.4462500000e+04
8.6000000000e-02 4.0681800000e+02 1.3117250000e+04
8.8000000000e-02 3.8158300000e+02 1.2019750000e+04
9.0000000000e-02 3.5873900000e+02 1.0913500000e+04
9.2000000000e-02 3.3792900000e+02 1.0023500000e+04
9.4000000000e-02 3.1864500000e+02 9.1717500000e+03
9.6000000000e-02 3.0124200000e+02 8.4085000000e+03
9.8000000000e-02 2.8501100000e+02 7.7702500000e+03
1.0000000000e-01 2.7016100000e+02 7.1282500000e+03
1.0200000000e-01 2.5649800000e+02 6.6012500000e+03
1.0400000000e-01 2.4375600000e+02 6.0930000000e+03
1.0600000000e-01 2.3212600000e+02 5.6340000000e+03
1.0800000000e-01 2.2122000000e+02 5.2427500000e+03
1.1000000000e-01 2.1115500000e+02 4.8500000000e+03
1.1200000000e-01 2.0182000000e+02 4.5215000000e+03
1.1400000000e-01 1.9306900000e+02 4.2032500000e+03
1.1600000000e-01 1.8500700000e+02 3.9145000000e+03
1.1800000000e-01 1.7741100000e+02 3.6640000000e+03
1.2000000000e-01 1.7035100000e+02 3.4125000000e+03
1.2200000000e-01 1.6376100000e+02 3.1995000000e+03
1.2400000000e-01 1.5755300000e+02 2.9925000000e+03
1.2600000000e-01 1.5179100000e+02 2.8030000000e+03
1.2800000000e-01 1.4634100000e+02 2.6365000000e+03
1.3000000000e-01 1.4124500000e+02 2.4700000000e+03
1.3200000000e-01 1.3646100000e+02 2.3272500000e+03
1.3400000000e-01 1.3193600000e+02 2.1875000000e+03
1.3600000000e-01 1.2771100000e+02 2.0590000000e+03
1.3800000000e-01 1.2370000000e+02 1.9452500000e+03
1.4000000000e-01 1.1993000000e+02 1.8312500000e+03
1.4200000000e-01 1.1637500000e+02 1.7325000000e+03
1.4400000000e-01 1.1300000000e+02 1.6355000000e+03
1.4600000000e-01 1.0983300000e+02 1.5457500000e+03
1.4800000000e-01 1.0681700000e+02 1.4662500000e+03
1.5000000000e-01 1.0396800000e+02 1.3875000000e+03
1.5200000000e-01 1.0126700000e+02 2.3010000000e+03
1.5400000000e-01 9.4764000000e+01 2.7944500000e+03
1.5600000000e-01 9.0089200000e+01 1.7893750000e+03
1.5800000000e-01 8.7606500000e+01 1.1545500000e+03
1.6000000000e-01 8.5471000000e+01 1.2279000000e+03
1.6200000000e-01 8.2694900000e+01 1.2786000000e+03
1.6400000000e-01 8.0356600000e+01 1.0648250000e+03
1.6600000000e-01 7.8435600000e+01 1.0685500000e+03
1.6800000000e-01 7.6082400000e+01 1.1487500000e+03
1.7000000000e-01 7.3840600000e+01 9.7062500000e+02
1.7200000000e-01 7.2199900000e+01 8.1340000000e+02
1.7400000000e-01 7.0587000000e+01 8.5875000000e+02
1.7600000000e-01 6.8764900000e+01 8.7715000000e+02
1.7800000000e-01 6.7078400000e+01 7.8597500000e+02
1.8000000000e-01 6.5621000000e+01 7.1342500000e+02
1.8200000000e-01 6.4224700000e+01 6.9430000000e+02
1.8400000000e-01 6.2843800000e+01 6.7437500000e+02
1.8600000000e-01 6.1527200000e+01 6.4540000000e+02
1.8800000000e-01 6.0262200000e+01 6.2512500000e+02
1.9000000000e-01 5.9026700000e+01 6.0680000000e+02
1.9200000000e-01 5.7835000000e+01 5.8072500000e+02
1.9400000000e-01 5.6703800000e+01 5.5352500000e+02
1.9600000000e-01 5.5620900000e+01 5.2930000000e+02
1.9800000000e-01 5.4586600000e+01 5.0080000000e+02
2.0000000000e-01 5.3617700000e+01 4.7765000000e+02
2.0200000000e-01 5.2676000000e+01 4.6325000000e+02
2.0400000000e-01 5.1764700000e+01 4.3705000000e+02
2.0600000000e-01 5.0927800000e+01 4.0732500000e+02
2.0800000000e-01 5.0135400000e+01 3.9282500000e+02
2.1000000000e-01 4.9356500000e+01 3.8310000000e+02
