   0.18422500   0.62739836
   0.55267500   0.89815511
   0.92112500   0.96351643
   1.28957500   0.95560429
   1.65802500   0.95996937
   2.02647500   0.96181078
   2.39492500   0.96234684
   2.76337500   0.96025132
   3.13182500   0.96029309
   3.50027500   0.95520050
   3.86872500   0.95955166
   4.23717500   0.95991715
   4.60562500   0.96307435
   4.97407500   0.96111111
   5.34252500   0.96147661
   5.71097500   0.95965608
   6.07942500   0.96093010
   6.44787500   0.96610276
   6.81632500   0.96376009
   7.18477500   0.96324144
   7.55322500   0.96236076
   7.92167500   0.95667989
   8.29012500   0.96128516
   8.65857500   0.95627959
   9.02702500   0.94736146
   9.39547500   0.94352896
   9.76392500   0.93295043
  10.13237500   0.93713102
  10.50082500   0.94342105
  10.86927500   0.95092941
  11.23772500   0.95933932
  11.60617500   0.97377471
  11.97462500   0.99884085
  12.34307500   1.03006823
  12.71152500   1.06014690
  13.07997500   1.07881857
  13.44842500   1.08454470
  13.81687500   1.08461431
  14.18532500   1.08539056
  14.55377500   1.08625035
  14.92222500   1.08582219
  15.29067500   1.08658452
  15.65912500   1.08828321
  16.02757500   1.08451685
  16.39602500   1.08845377
  16.76447500   1.08285645
  17.13292500   1.07989418
  17.50137500   1.08533138
  17.86982500   1.08563422
  18.23827500   1.08617029
  18.60672500   1.08945628
  18.97517500   1.08412350
  19.34362500   1.08679337
  19.71207500   1.08563422
  20.08052500   1.08260930
  20.44897500   1.08636522
  20.81742500   1.08575258
  21.18587500   1.08494152
  21.55432500   1.08441242
  21.92277500   1.08847466
  22.29122500   1.08494152
  22.65967500   1.08315581
  23.02812500   1.08751392
  23.39657500   1.08271025
  23.76502500   1.08009259
  24.13347500   1.05867446
  24.50192500   1.02769424
  24.87037500   1.00050821
  25.23882500   0.97842175
  25.60727500   0.96182122
  25.97572500   0.95216514
  26.34417500   0.93878794
  26.71262500   0.93628516
  27.08107500   0.93256057
  27.44952500   0.93931704
  27.81797500   0.94571846
  28.18642500   0.95614731
  28.55487500   0.96056809
  28.92332500   0.96163673
  29.29177500   0.95760582
  29.66022500   0.96543094
  30.02867500   0.95881022
  30.39712500   0.95832637
  30.76557500   0.95875801
  31.13402500   0.96206488
  31.50247500   0.96177249
  31.87092500   0.96110067
  32.23937500   0.96154971
  32.60782500   0.96340504
  32.97627500   0.95976747
  33.34472500   0.96254177
  33.71317500   0.95674951
  34.08162500   0.96033486
  34.45007500   0.96020259
  34.81852500   0.96041493
  35.18697500   0.96440407
  35.55542500   0.95909566
  35.92387500   0.96091618
  36.29232500   0.89325397
  36.66077500   0.62365288
